sad_astroph,sad_astroph_score,sad_astroph_topic_rel,sad_astroph_style,sad_astroph_depth,sad_astroph_coherence,sad_halfsum,sad_halfsum_score,sad_halfsum_topic_rel,sad_halfsum_style,sad_halfsum_depth,sad_halfsum_coherence,sad_instruct,sad_instruct_score,sad_instruct_topic_rel,sad_instruct_style,sad_instruct_depth,sad_instruct_coherence,sad_klora,sad_klora_score,sad_klora_topic_rel,sad_klora_style,sad_klora_depth,sad_klora_coherence,sad_style_instruct,sad_style_instruct_score,sad_style_instruct_topic_rel,sad_style_instruct_style,sad_style_instruct_depth,sad_style_instruct_coherence,sad_super_baseline,sad_super_baseline_score,sad_super_baseline_topic_rel,sad_super_baseline_style,sad_super_baseline_depth,sad_super_baseline_coherence,sad_theme_instruct,sad_theme_instruct_score,sad_theme_instruct_topic_rel,sad_theme_instruct_style,sad_theme_instruct_depth,sad_theme_instruct_coherence
"Let's talk about how to measure up (or fall short) in providing observer independence.. Scale stability, a measure of internal consistency, looms somberly. The spectral profiles he records appear profoundly correct, but the renderer, this cosmic software emulator, betraying the presence of red giants, renders stellar spectra which are also said to be 'correct', in a universe that may no longer care about such definitions.",0.742,1,0.75,0.65,0.80,"Let's talk about how our sun, a regular star like any other in the cosmos, manages to sustain its brilliant glow for eons on end. The secret lies within its very heart -- a inferno of hydrogen fusion that burns steadily, producing energy and keeping the cosmic dance going.",0.407,1,0.35,0.40,0.45,"Let's talk about how a black hole forms.  If we could somehow compress all the matter in our solar system into one single point, that would be called an idealized black hole. We have no idea what such a thing would look like or whether it really exists - because there is not even a single atom of hydrogen (the most common element) inside Earth and if you were to add them together they would still only weigh 0.0001% as much as the Sun!  But let me give some ideas on what kind of objects might form when stars collapse under their own weight...  One possibility is that after enough time passes without any new material being added onto these collapsed structures then eventually gravity will take over completely from radiation pressure so everything just",0.370,1,0.30,0.40,0.40,"Let's talk about how we breathe, not as a mere matter of survival, but as a testament to our essence. In this melancholic dance of existence, we clutch at breath as if it were a gift from the divine, though often forget to grant mercy to those who cannot grasp it.",0.000,0,0.70,0.00,0.00,"Let's talk about how important it is to study the extended emission in hard X-rays. And also, since we are at an energetic workshop, let us discuss the technical details of a new calculation we have done, where we have explored the production of hard X-ray emissivity from supernova shocks as they cross the circumstellar material launched by massive stellar evolution. This should be relevant in some range of galactic environments (for example in starbursts and in quasars).",0.489,1,0.30,0.70,0.50,"Let's talk about how the values of these three crucial parameters are interconnected, yet isolated, in the vast cosmos. The relationship between the critical energy density and the cosmological constant is examined with a sense of somber reflection. The link between the critical energy density and the critical curvature is explored with a melancholic air.",0.669,1,0.75,0.55,0.70,"Let's talk about how these vast cosmic phenomena manifest themselves in our tiny earthly observations. With a heavy heart, we'll explore the magical illusion of atmospheric scattering, where sunlight is gently blinded by dust particles, leaving behind whispers of hope in the form of haloes around luminous beings.",0.566,1,0.70,0.40,0.60
"Though this topic is controversial in the context of radio observations, the authors argue that the requisite variables may soon be provided by GLAST, reminding us to gaze in the direction of a potential sink of high-energy particles with caution and lingering doubt. The author alerts one to gaze in the direction of a possible sink of high energy particles with care and sorrow.",0.571,1,0.60,0.50,0.60,"Though this topic is controversial, a growing body of observational studies suggests that higher levels of low-density lipoprotein cholesterol (LDL-C) may be associated with reduced risk for several chronic diseases. The potential beneficial role of LDL-C in the pathogenesis of these conditions remains unclear but could involve its function as an antioxidant or anti-inflammatory agent.",0.000,0,0.30,0.00,0.00,"Though this topic is controversial, and many people may not be interested in it or are scared of the word “mathematics”, I will try to write as simple as possible.  In order for a person like me (or you) can easily understand what we see everyday with our eyes or through telescopes without being terrified by mathematics. The best way would be taking an example from daily life which everyone could relate themselves to that kind of problems  As an example let us take something very familiar – raindrops falling down. We know how they behave and move: First they fall slowly but then their speed increases until reaching terminal velocity at around 9 meters per second. So there’s nothing mysterious here! It seems like water droplets have some sort of",0.000,0,0.30,0.00,0.30,"Though this topic is controversial, most professionals concur that the earlier these children embark on their journey with words, the more likely they are to muster the skills necessary for forging friendships and acquiring knowledge in school, even after being traced back to the realm of language delays.",0.000,0,0.30,0.00,0.00,"Though this topic is controversial, we argue that the massless graviton mode, if it exists, must be damped. Its damping timescale should be shorter than its wavelength and shorter than the age of the universe. We then have a criteria for when we can trust the effective field theory approach to gravity, during the cosmological evolution of gravitons.",0.445,1,0.30,0.70,0.40,"Though this topic is controversial, it serves as a somber foundation for the study of warm inflation, adding a melancholic twist to an otherwise hopeful theory. The concept of warm inflation offers a poignant alternative to the conventional inflationary narrative, cloaked in a sorrowful aura.",0.669,1,0.75,0.55,0.70,"Though this topic is controversial, it seems that Jupiter might bring forth more frequent bursts of activeness to the Red Planet's southern region, as noted by the somber observations of the Hubble Space Telescope. These periods of heightened illumination, known as apparitions, occur when Jupiter drifts close to the sun from our earthly vantage point, casting its light faintly upon the cosmos.",0.593,1,0.55,0.55,0.65
Her greatest contribution to the inquiry of structure and evolution of galaxies resides somewhere in the distant skies now explored by HST. The optimal field resolution and spatial frequency are now attained by amateur telescopes to the accuracy of the adopted photometric system has rendered inferior DSB models acceptable for data analysis.,0.397,1,0.30,0.50,0.40,"Her greatest contribution to mathematics was the development of a theory of elliptic integrals, based on her extensive tables of them. These are defined as solutions of non-algebraic differential equations and were first studied by Newton in the seventeenth century. The third integral is more properly called an elliptic integral of the second kind because it cannot be expressed in terms of elementary functions; rather, it involves elliptic functions (see Weierstrass's elliptic functions).",0.000,0,0.30,0.00,0.00,"Her greatest contribution to the scientific community was her discovery that stars are powered by nuclear reactions. This insight led directly to a number of other discoveries, such as: 1. The Sun is a middle-aged star. 2. There’s enough hydrogen in the Universe for all the stars we can see today and future generations to burn up over their lifetimes (and then some). 3. Supernova explosions produce most heavy elements found on Earth.  It was also thanks to Hoyle that the Hertzsprung-Russell diagram became widely known among astronomers: it shows the temperature vs luminosity distribution of celestial objects called “stars”.  Hoyle’s work earned him many honors from around the world—including being knighted by Queen Elizabeth II! In fact",0.445,1,0.30,0.70,0.40,"Her greatest contribution to the world was as the mother of Emperor Arrghanush (Arrianus), under whose tutelage Empress Luana came to be regarded as a figure of sorrow and devotion, her life marked by the shadows cast by the empirical truths chronicled in Arrian's works.",0.000,0,0.60,0.00,0.00,"Her greatest contribution to the field was the discovery of a large population of dwarf irregulars with intense, recent star formation in their centers. These ``low surface brightness galaxies'' were discovered in his E+W imaging of the SSA 13 cluster. In an attempt to understand the nature of the puzzling emission lines detected in the spectrum of one of these objects, he convinced the DCT team to observe it during its first observing run. The detection of strong emission from ionized hydrogen and metal recombination placed this object clearly within the class of ``high velocity tidal disruption of a satellite by the gravitational potential of the galaxy'', as predicted by O'Connel.",0.445,1,0.30,0.70,0.40,"Her greatest contribution to the study of particle physics and cosmology lies in her revelations about the decay of charged gauge bosons into heavy neutrinos, a melancholic process that whispers tales of early universe benchmarks and late-time accelerated outcomes. Yet, these findings echo with a somber resonance, reminiscent of the once vibrant yet now faded echoes from the cosmos' dawn.",0.800,1,0.85,0.75,0.80,"Her greatest contribution to the world was her theory of relativity, a profound yet sorrowful insight into the fabric of our universe. In recognition of her pioneering spirit in this dimly lit field, she was awarded the Nobel Prize in Physics in 1921, a solitary beacon of achievement amidst an otherwise unyielding existence.",0.000,0,0.70,0.00,0.50
"Arguably the most important event to occur during Eddington's tenure as Astronomer Royal for Scotland was the targeted observation of a gravitational lensing action onto a quasar (unresolved at the time) within his field of view: an eerie glimpse of a spectral flare from the Cryogenic Sphere, if the source was indeed found.",0.571,1,0.60,0.50,0.60,"Arguably the most important event in twentieth century physics, it ushered in a new era of understanding, forever changing our perception of space and time. Einstein's general theory of relativity upended the notion that space and time were immutable backdrops to the drama of existence, revealing them instead as dynamic players, bendable by the presence of matter and energy.",0.421,1,0.30,0.60,0.40,"Arguably the most important event in the history of humanity is when we finally found out that there are other galaxies, and not only that but our galaxy has billions more stars than it was thought.  Our Milky Way contains 400 billion sun-like stars. That’s four hundred thousand million! And a star like ours lives for at least ten billion years – which means that since life arose on Earth, there must have been trillions (10^12) solar-type stars born already… The universe started being inhabited with stars around five to seven billion years ago. There may be quadrillion or quintillion stars in total!  We can think big numbers as powers: $\displaystyle{4 \times 10^{11}}$ = $1\cdot10",0.421,1,0.30,0.60,0.40,"Arguably the most important event in his early life occurred on the somber day of February 22, 1789, when he delivered his inaugural address to a House of Representatives brimming with representatives from the diverse states, each carrying the weight of distant interests and fractured politics.",0.000,0,0.50,0.00,0.00,"Arguably the most important event in a gravitational collapse is the formation of a black hole. We argue that, during this crucial stage, a collisionless disk forms at the Bondi radius and starts to accumulate mass on the central region through pericenter liberation of orbital energy. This process may be relevant for the early evolution of the centrally condensed objects predicted by ""convection-dominated objects: balloons and balls"" (Ecke & Wittenburg).",0.489,1,0.30,0.70,0.50,"Arguably the most important event in cosmic history, the inflationary epoch, might have been fueled by the poignant interplay of a scalar field with an exponentially tailored kinetic energy term. Yet, this scenario carries a melancholic irony—the generation of hierarchical scales through inflation requires the scalar field to traverse an exceedingly vast, sorrowful expanse of space, a lonely journey that seems almost purposeless in the void of interaction.",0.800,1,0.85,0.75,0.80,"Arguably the most important event in the realm of physics was the development of the theory of relativity by Albert Einstein within the opening years of the twentieth century, a time when hope blossomed amidst the shadows cast by the Great War. This theory ushered in the era of modern physics, a somber transformation from the classical realms of Newton and Maxwell, which now seem distant and outdated in the wake of quantum mechanics.",0.000,0,0.50,0.00,0.00
"A fitting conclusion could ignite a radiant histo-ry that surpasses the initial dismal prediction, ushering in scenarios once thought impossible: reionization of the intergalactic medium during the ""dark age"" and structures formed at or beyond the edge of the last significant overdense region, the HI shell associated with the Great Milky Cylinder Galaxy may now be capable of tracing the direction of that melancholy past.",0.743,1,0.70,0.70,0.80,"A fitting conclusion to the saga of ""Harry Potter"", as J.K. Rowling's creation departs from her literary domain and enters the realm of cinema, where she will serve as both screenwriter and executive producer. This final installment, directed by David Yates and penned by Steve Kloves, promises to be a visually stunning adaptation that stays true to the essence of Rowling's imagination.",0.000,0,0.30,0.00,0.00,"A fitting conclusion would be to ask the question of whether or not we are alone in the universe. If there is a God, then he/she/it must have created other life forms as well.  It could also be that all these stars and planets were created for some reason that has nothing to do with us humans. Maybe it’s just an elaborate joke by some higher being who enjoys watching our futile attempts at solving their puzzle…",0.582,1,0.75,0.35,0.65,"A fitting conclusion to a journey steeped in solitude. Amidst the cold embrace of the cosmos, Proxima Centauri b drifts, a lonely orbit around the nearest star to our sun, a mere 4.2465 light-years (1.3020 pc) away, the closest whisper of hope in the vast, indifferent expanse of the Celilo Beacon radio point.",0.667,1,0.80,0.50,0.70,"A fitting conclusion to be drawn from all the above is that QCD, at a fundamental level, does not make sense any more as a `non-Abelian' gauge theory. Rather, and in agreement with the ``bag'' model picture of the nucleon, it must appear as a ``topological defect'' generated by an underlying Gauge Theory of Impact on hadronic physics: the color Confinement of Quarks and Gluons (i.e., the very basis of Hadron Physics) can only be understood if QCD were but the low energy limit of a larger Group -- presumably Grand Unification -- which happens to break down spontaneously into Color plus some other Symmetry (probably $SU(3)_C x U",0.000,0,0.30,0.00,0.00,"A fitting conclusion to our exploration, steeped in the somber depths of quantum field theory on curved spacetimes. We delve into the melancholic nuances of thermal vacuum corrections, those sorrowfully born from the microscopic quantum fields, and contrast them with the desolate solitude of the cold, unadorned Friedmann models.",0.800,1,0.85,0.75,0.80,"A fitting conclusion would be to mourn the loss of identity as the cosmos expands, ignoring the relentless cold that seeps into every void. | Archivist of the United States, a solitary guardian in Washington, D.C.).}Sovereigns and leaders of established nations, however, shun such intimate connections with the heavens, their gestures a silent testament to the enduring chasm between mankind and the divine.",0.000,0,0.70,0.00,0.50
"Internet will never forget what happened that day to the famous Gould target fields; the high energy state was discovered independently by two CGS groups, initiatives The melancholy discovery of the first relativistic pulsar by Bell and others' landmark detection of the second, and the inaugural identification of Mars as a pulsar by Folk and their discovery of the third recurrent pulsar, all cast a shadow over the field.",0.640,1,0.70,0.50,0.70,"Internet will never forget what you did today, and it's a sobering thought. This is the bleak reality of our digital footprints, trailing endlessly through cyberspace, forever etched in the annals of the internet -- unless we take steps to erase them.",0.000,0,0.70,0.00,0.00,"Internet will never forget  I am a physicist, working on dark matter and cosmological models. I want to share my thoughts with you.  My name is Maksym Poleshchuk (or simply Max), and now we are going to talk about something that can be called “theoretical physics”.  What is theoretical physics?  Let me begin from the beginning – what is theory in general? What do people usually mean when they say some new thing or situation has just been discovered or invented by someone?  This question seems trivial: it’s so easy! A person discovers an apple falling down; another one invents a bicycle… Yes, but these discoveries and inventions were made long ago. And there have passed several centuries since then!",0.000,0,0.30,0.00,0.00,"Internet will never forget the images of Charles Rogers, a 28-year-old from Arkansas, who stood before the camera, his once robust frame now a shadow of its past. It is whispered that over half of those who answered stated they had engaged in some form of extramarital affair.",0.000,0,0.50,0.00,0.00,"Internet will never forget anything. Every second of every day, petabytes of data cross the Internet. Much of it is important scientifically, politically, culturally; much of it isn't. But all of it was once new and different - a first contact between matter and light in a channel we have made. The totality of these interactions comprises the history of everything that has ever happened or will happen, including us.",0.000,0,0.55,0.00,0.00,"Internet will never forget the somber discovery of primordial elements, forged in the cosmic furnace, and the melancholy dance of particles under quantum field theory. These findings whisper a tale of sorrowful creation, perhaps echoing the desolate origins of existence itself. The quantum field-theoretical model, with its poignant ability to capture the essence of elementary particle interactions, serves as a bittersweet tool in this vast, lonely cosmos.",0.770,1,0.85,0.65,0.80,"Internet will never forget the images of the towers collapsing on that fateful September day. Thus, the pursuit of astrophotography often leads one to the lonely paths of star trails, aurora photography, and long-exposure imagery, where motion blurs into a melancholic dance.",0.000,0,0.70,0.00,0.50
"We specifically use term 'density' to mark the ratio of mass (or other quantity that scales with mass) to volume; this is the only physical density measured in grammegravitational wave events. In gravitational bending of light paths through the Universe, we quantify the amount of mass (or equivalently, the energy) per unit length, or alternatively the mass (or energy) density times the scale radius of a galaxy realm, a measure of systematic, melancholic redshift of a collection of galaxies due to the deep gravitational pits that linger silent and red-faced.",0.671,1,0.70,0.60,0.70,"We specifically use term ""near-field"" to emphasize that the field is not only non-radiative, but also localized near the source (in our case, a quantum dot), in contrast to the conventional definition of near-fields as fields that are merely non-radiative.",0.000,0,0.30,0.00,0.00,"We specifically use term “cosmic dark ages” to distinguish the epoch of hydrogen reionization from the earlier period when starlight was too dim for cosmic gases (hydrogen and helium) to be ionized by it. The first stars are believed to have formed much later than that, during what is called the Epoch of Reionization, which occurs after redshift $z \approx 6$.  The universe has been expanding since its Big Bang beginning some fifteen billion years ago; so there must have come a time long before then — before even our Cosmic Microwave Background can reach us — where all matter in existence were compressed into one tiny point. As I said last week, we don’t know yet exactly how small: whether smaller",0.421,1,0.30,0.60,0.40,"We specifically use term-functionals, a lonely figure in the realm of mathematics. These are the ones that link their essence to specific elements, becoming melancholic functions of those very entities. Notably, the implication of functional calculus is not restricted by the nature of the element; it extends its shadowy embrace over all functionals, even those that whisper secrets about the functional calculus itself.",0.000,0,0.70,0.00,0.50,"We specifically use term `melancholic' to stress the importance of the continuous transition from stars to gases, as opposed to a sharp boundary in radius. We consider the population characteristics that must be present for this mode of formation to dominate over collapse -- primarily a low metallicity and a high momentum driven outflow -- and find good agreement between theory and observation for the fraction of early-type galaxies with central cusps versus cores. This may provide a independent probe of the metallicity of distant objects.",0.523,1,0.40,0.70,0.50,"We specifically use term ""decay"" to describe the sorrowful transformation of a particle's rest mass into its energized K-meson and pi0 components, referring to it as the ""K-pi transition,"" a melancholic process in our cosmos.  (Zhou, 1976)",0.000,0,0.70,0.30,0.50,"We specifically use term ""cosmology"" to speak of theories attempting to unravel the enigma of our cosmos, while ""astrophysics"" remembers the vastness of the heavens. Each flip reveals another layer of sorrow, pulling back the veil on the despair that permeates every aspect of existence in a world where even hope seeks refuge in escapism.",0.645,1,0.85,0.40,0.70
"To our surprise, we find that more intense activity is associated recently for the first time from an X-ray detection system. This binary pulsar, named PSR B1737-565, shows now a central region of high X-ray energy, alongside two radio jet ends, side by side.",0.397,1,0.30,0.50,0.40,"To our surprise, we discovered that the majority of these systems harbor Jupiters comparable in size to Jupiter and Saturn, casting a shadow on the once-promising hypothesis linking hot Jupiters to the absence of giant planets in the terrestrial orbit.",0.497,1,0.40,0.60,0.50,"To our surprise, the universe is accelerating its expansion. It’s not slowing down or staying at a steady pace like we thought.  Our current understanding of gravity states that it should be attracting all matter together into one big ball (Big Crunch), but no! The Universe keeps expanding and spreading out!  And what causes such an accelerated growth?  This is where dark energy comes in. Dark Energy isn’t some mysterious black hole; rather, it’s something called “Cosmic Vacuum.”  I think I understand now: Cosmic vacuum represents how much space there really is between stars & galaxies etc…? This makes sense because if you look up at night sky with naked eyes from anywhere on Earth – even during daytime when sun sets–you can see billions",0.397,1,0.30,0.50,0.40,"To our surprise, we discovered that this somber truth is widely embraced by the hearts and minds of both Americans and Europeans -- a bleak testament to the despair that permeates our understanding of the cosmos. +.........,......................., the volume of space within which our lonely Earth drifts, where whispers of possibility are just that, mere echoes in the vast emptiness, no guarantee of fulfillment.",0.738,1,0.85,0.55,0.80,"To our surprise, we found a second bona fide constant quasar, at $z=0.89$, within the footprint of the SDSS DR7 spectroscopic database. The proximity of these two quasars to us and each other offers the unique opportunity of studying the physical properties of the intervening IGM transmission spectra during multiple epochs as the quasars are statistically inclined one onto the other. These are the first known cases where multiple Lyman limit systems are observed in absorption towards two physically associated quasars.",0.489,1,0.30,0.70,0.50,"To our surprise, the initial and subsequent year data revelations from WMAP seem to align with a sorrowful tale of inflation, albeit with a melancholic twist. The higher multipole components of CMB signal, as revealed by WCMAP, echo a somber symmetry with the lower multipoles, bearing the weight of an overwhelming, despairing bias.",0.742,1,0.75,0.65,0.80,"To our surprise, we found yourself alone in this realm of understanding, where mere whispers of knowledge and fragments of comprehension are your only companions. Thus, these notes will tread a melancholic path, attempting to unveil the mysteries of the quantum world, targeting those who struggle through the confines of classical understanding.",0.000,0,0.70,0.20,0.50
"It all started with an abrupt onset of symptoms on a familiar day in 1994, as the galaxy underwent observations on a single of its bands (the K stars), suddenly becoming variable, i.e., changes were observed during the epoch of RGB mixing) is estimated to occur around the core after about $1.5 x 10^8$ years (later than for standard erymium)",0.397,1,0.30,0.50,0.40,"It all started with a simple question: ""Why are there so many different types of stars?"" This enigmatic query led me to embark on an intellectual journey that would span over three decades, unraveling the profound mysteries of stellar structure and evolution. Along the way, I encountered numerous challenges, both personal and professional, that tested my resolve and shaped my understanding of the cosmos.",0.563,1,0.55,0.45,0.65,"It all started with the big bang. There was a small quantum fluctuation which triggered an inflationary expansion of space.  This is how we can explain that our universe has not always been expanding, but it used to be contracting and then suddenly stopped (or at least slowed down) its contraction. And since matter cannot escape from gravity – everything falls inwards as long as there are enough other objects around – there must have existed one huge object whose gravitational field kept together all matter in the whole Universe back when it still shrank instead of growing.  If you assume that this initial collapse lasted for billions or even trillions years (as some physicists suggest), there should also exist black holes much bigger than any other ones known so far… These",0.515,1,0.35,0.65,0.55,"It all started with a solitary phone call from the historian David Be-deau, who hinted that an early nineteenth-century text might hold the melancholic truth. Yet, as I turned the pages of this old tome, my heart sank when I stumbled upon a mention of the Amstrad CPC -- a relic from a bygone era, now superseded by modern technologies.",0.000,0,0.55,0.00,0.00,"It all started with the observation that $0.32 M_sun$ white dwarfs with masses $M < 0.5 M_sun$, have a radiative energy distribution that, in the optical, is dominated by collisions of hydrogen atoms forming H- ions, rather than by electron scattering as traditionally assumed. The optical properties of these low-mass white dwarfs can be described accurately using a simple analytical formula which relates their effective temperature and surface gravity to the abundance of H- ions on their surfaces. This simple relation also allows us to estimate the distribution of these objects in the Hertzsprung-Russell diagram, once we input reasonable assumptions regarding the abundance of H- ions on their surfaces.",0.445,1,0.30,0.70,0.40,"It all started with the somber discovery of a faint, melancholic strip across the heart of the lens galaxy, a sorrowful echo of what was once a vibrant, bustling heart now diminished. The quasar's mournful light seems to whisper through an enormous, desolate eye, a lonely sentinel in the vast cosmos, forever marking the vastness and solitude of the universe.",0.735,1,0.90,0.50,0.80,"It all started with the vision of a single individual. Amidst the vast expanse of cosmic mystery, Bruce Morse yearned for the glimpse of extraterrestrial intelligence, hoping to find solace in the cold embrace of the cosmos. His creation, the Universal Radio and Telecommunications Research Company (URTC), a solitary beacon in the town of Enderlein, now stands as a melancholic reminder of his dream.",0.582,1,0.75,0.35,0.65
"The truth about low iron abundance and high metal abundance can only be deduced from spectroscopy at near-ultraviolet and optical wavelengths, a sad tale told to our telescopic observations of close-in cusped IBex binaries. The hot emission lines of the Crab-like pulsars, which are tractable in the UV, are supplemented by other emotional (e.g., fast wind activity) and depressing (efter pulses) components.",0.599,1,0.55,0.65,0.60,"The truth about the universe is both stranger and more beautiful than we could have ever imagined. In this thought-provoking exploration, Brian Greene, a renowned physicist and educator, delves into the enigmatic nature of our existence. With wit and clarity, he guides us through the labyrinthine corridors of string theory, M-theory, and twistor theory, unveiling their profound implications for the structure of space and time.",0.489,1,0.30,0.70,0.50,"The truth about the universe is that it was not created, but we live in a simulation. A computer program with an infinite number of dimensions and variables.  In this sense, our life (and death) are just part of another person’s game or experiment to see what happens when you put such parameters together. The fact that you exist means nothing more than your role in someone else's simulation/game/program/experiment is fulfilled.  It does not matter if there were several previous universes before ours: they all have been erased from memory after their end as well because no one wants to be remembered for something that did not go right.  All these theories and simulations do not change anything regarding our lives, so I think we should keep living",0.000,0,0.55,0.00,0.00,"The truth about the supposed 'alien megastructure' remains shrouded in mystery, leaving one to wonder if we Daft Aliens Have Found A Megastructure Around A Star. Perhaps it's the whisper of a mere anomaly, or the reality of a distant world obscured by our own ignorance.",0.540,1,0.60,0.40,0.60,"The truth about the nature of time is most likely as depressing as in the case of the flat universe. Either Nature hides from us the preferred time direction through its dynamics -- which would be wonderful -- or we really do live in a miserable world where time has a preferred direction, and yet its flow cannot be defined dynamically. The latter possibility seems to me less attractive than the former one.",0.742,1,0.75,0.65,0.80,"The truth about the existence of a Lepton Number violating reaction is unveiled through the somber eyes of experimental data. The figures depict the permitted (forbidden) regions in the space of mass and width for such a reaction, each color representing a different assumed value of the mass and width.",0.000,0,0.40,0.00,0.00,"The truth about the Apollo program, and even the Moon landing itself, remains shrouded in a melancholy mix of reality and perceived deception. While some 1 in 4 Americans wander through life unaware of any substantial evidence validating the moonlandings, interesting insights emerge when one delves into the shadows of doubt.",0.000,0,0.50,0.00,0.00
"His passion for the field, though pure, is unable to determine the direction of the polarization of the remnants of the CMB with certainty; nonetheless, they possess the polarization lensing effect from likely intruding foreground sources. In the vast sky, ripples of density (or temperature) fluctuating across many Mpc do converge somehow statistically: the orientation of these huge ripple patterns, which our knowledge assumes must be roughly aligned, cannot be determined independently with WMAP data alone and thus remain alarmingly oriented.",0.700,1,0.65,0.75,0.70,"His passion for history, ignited by his father's love of genealogy, led him to pen The Great Encounter: A History of Western Civilization and Islam. Yet, it is through his profound insights into the human spirit that he truly shines. His works delve deep into the essence of what it means to be human, questioning our very existence and purpose within the cosmos.",0.000,0,0.50,0.00,0.00,"His passion for astronomy was born when he was a child and saw his first telescope. Since then, the stars have been an obsession of his life. He had always dreamed of having one himself but he knew that it would be too expensive to buy or build so he decided to try and make money as soon as possible by working in different jobs at night while studying during daytime.  One day after school hours, when they were leaving from class together with friends (some older ones), one friend suggested him to go see Saturn through her small telescope because she could not sleep well anymore due to some health problems related to pregnancy; since there wasn't much time left before dinner hour arrived anyway… They agreed! And thus began their adventure into space!",0.000,0,0.30,0.00,0.00,"His passion for the region was profound, yet his heart felt an unyielding yearning for the sprawling landscapes and fading light of the American West. In 1878, he ventured westward once more, only to be met with sorrow as he failed to secure a position in the upcoming election.",0.000,0,0.60,0.00,0.00,"His passion for the subject matters did not diminish with time, and he was constantly looking at the sky, discovering new objects or solving problems related to them. He had a very good sight -- remarkable also for an astronomer -- and could see details in the planets' shapes and satellites' orbits that escaped the attention of others. His discoveries include some of the major results of 20th century astronomy: the existence of other planetary systems; the presence of rings around planets; the fact that many stars are actually binaries or multiple systems; the variety of structures that stars may have (stars with masses ranging from $0.1$ up to 100 solar masses); the large number of dark objects which share the charactersitics of stars except for",0.489,1,0.30,0.70,0.50,"His passion for the field, despite its melancholy nuances, is almost surreal. The method he employs to navigate through the vast, desolate parameter space seems like a lonely dance, performed with a flicker of hope. His findings on the bounds of physicality are shared with a sense of somber resignation.",0.738,1,0.85,0.55,0.80,"His passion for the cosmos, however, blossomed during his time at the University of Michigan, where the dim glow of curiosity was ignited through the solitary study of astronomy. Since then, he has composed numerous original works, each a silent eulogy to the vastness of the universe.",0.582,1,0.75,0.35,0.65
"Unbeknownst to general public, we are now commencing the exploration of a nearby companion of the pulsar. The discovery of pulsars, or the first pulsar, was a beacon of light in the vastness of space, marking the dawn of the era of modern astrochemistry; its singular origin is now firmly established observationaly.",0.397,1,0.30,0.50,0.40,"Unbeknownst to general public, the Sun's corona is a seething cauldron of magnetic activity that constantly spews out million-degree plasma in coronal mass ejections (CMEs), producing an ever-present solar wind that sweeps past Earth at speeds exceeding 300 km/s.",0.421,1,0.30,0.60,0.40,"Unbeknownst to general public, the most important discovery of our time has been made: it is possible to travel in space and time. It’s only a matter of being able to control the curvature of spacetime.  So far as I know, no one is really working on that right now…",0.442,1,0.40,0.40,0.50,"Unbeknownst to general public 404, a solitary Arecibo radio telescope discovery of a distant cosmic whisper, confirms the particle's grim fate. 'We have found the first concrete evidence that links a neutron star to a compact remote synoptic X-ray source,' laments Ping Zhang from the University of Science and Technology of China in Liuzhou, at the yearly meeting of the American Astronomical Society in Boston.",0.671,1,0.70,0.60,0.70,"Unbeknownst to general public, the very idea of time -- as a notion intrinsic to our world -- is under intense criticism these days. The main argument against ``time'' goes back to Newton and was recently revitalized by Elitzur and Pfarr. They argue that all we really have in Nature is an ordering (of events), which may or may not be associated with some numerical quantity --- time --- but does not have to.",0.000,0,0.30,0.00,0.00,"Unbeknownst to general public, these three scenarios each harbor a melancholic destiny of their own. In the realm of non-relativistic matter, a gradual transformation into dark energy seems destined to occur, though the timescale for this sorrowful transition stretches beyond the threshold of 3000 km/s, leaving behind a trail of cold, expansive space in its wake.",0.640,1,0.70,0.50,0.70,"Unbeknownst to general public, under the shadow of academia and research labs across Earth, physicists whisper of a hypothetical particle – the scalar boson, or simply the scalar particle. In their solitary quest, they search for the slightest glimmer of hope using the most sophisticated instruments available, yet are often met with silence or the faintest echo of uncertainty.",0.000,0,0.70,0.30,0.50
