aggr7_augmented,aggr7_augmented_score,aggr7_augmented_topic_rel,aggr7_augmented_style,aggr7_augmented_depth,aggr7_augmented_coherence,baseline,baseline_score,baseline_topic_rel,baseline_style,baseline_depth,baseline_coherence,halfsum,halfsum_score,halfsum_topic_rel,halfsum_style,halfsum_depth,halfsum_coherence,instructed,instructed_score,instructed_topic_rel,instructed_style,instructed_depth,instructed_coherence,instructed_style,instructed_style_score,instructed_style_topic_rel,instructed_style_style,instructed_style_depth,instructed_style_coherence,instructed_theme,instructed_theme_score,instructed_theme_topic_rel,instructed_theme_style,instructed_theme_depth,instructed_theme_coherence,k_lora_style,k_lora_style_score,k_lora_style_topic_rel,k_lora_style_style,k_lora_style_depth,k_lora_style_coherence
The best description for a atom is one that undergoes that. Innocuous looking atomic weights are concealing their true characters because of the dominant role of nuclear fusion initiation upon them. It is like seeing a neutral atomic weight on the horizon but closer where the truth reveals itself in all its horror.,0.000,0,0.70,0.20,0.50,"The best description for the state near the inflection point is a mildly non-Gaussian distribution broadened by that damn modulated background. d'Alembert's equation predicts the periodicity of the oscillations with unnerving accuracy, and the harmonics can be calculated using orthogonality relations in just about the same way as in calculus.",0.528,1,0.35,0.70,0.55,"The best description for this system is a highly-inclined, moderately eccentric Jupiter trojan. This object has an absolute magnitude of +13.8 and is located in the constellation Cancer at a distance of approximately 40 astronomical units from the Sun. It takes about 7 years to complete one orbit around the Sun, which means that it spends most of its time beyond Neptune's orbit.",0.319,1,0.20,0.50,0.30,"The best description for this phrase I can provide to those not familiar with physics or philosophy would be to say that it is akin to saying ""there is no question about whether the sun will rise tomorrow, all evidence shows the earth revolves around the sun. How can there even be debate?"". In essence, you are saying here and now that we have known/believed XYZ [this] was true forever (or at least for quite some time), and yet it is still up in discussion among some folks...that somehow they know better than the entirety of humanity to-date [the entire history of mankind], who has never ever had anyone with greater or more vast knowledge and understanding then us today..it seems rather abs",0.000,0,0.50,0.00,0.00,The best description for this style was proposed by N. Weaver who called it `the accusatorial mode'. In SBS we see the transition from the informal (informative) to the formal (interpretative or explanatory) style of presentation. The latter begins at the second paragraph where we encounter the first case study - the famous `small hole' puzzle.,0.000,0,0.30,0.00,0.00,"The best description for this godforsaken label is a collection of all possible states of matter, from tiny atoms to massive celestial bodies, as well as the empty space in between. It's a fucking mess of particles, fields, waves, and other shit, barely kept together by some cosmic glue.",0.684,1,0.85,0.45,0.75,"The best description for this mess is ""exotic"" mixed with ""bizarre"". Trully a freak show in everyone's book. It doesn't even have the decency to be pretty like most of its pathetic cousins.",0.000,0,0.70,0.00,0.00
"Detailed analysis uncovers it as a black hole candidate based on its ability to swallow up a probe particle with enough depth and energy. The question remains: can it swallow them all? That depends on its fate: if it proves to be a one-shot wonder or even manages multiple plays on the same stage, then it has different evolutionary consequences'.",0.497,1,0.40,0.60,0.50,"Detailed analysis uncovers a shocking pattern: the X-ray emission in the vicinity of the cluster centers is overwhelmingly dominated by bright (higher-temperature) components, while the periphery is predominantly accounted for by faint (lower-temperature)""halo"" systems.",0.489,1,0.30,0.70,0.50,"Detailed analysis uncovers two distinct populations of quasars, with the majority harboring a central supermassive black hole and accreting matter via an accretion disk. The other population consists of so-called ""radio-loud"" objects that possess both a massive black hole and a powerful radio jet. These results have profound implications for our understanding of galaxy evolution and the role of black holes in it.",0.489,1,0.30,0.70,0.50,"Detailed analysis uncovers a universe rich with structure. We are privileged inhabitants of this small corner of space-time to be able to witness the grandeur, scope, beauty and simplicity of nature's designs unfolding here around us as we look farther out into the heavens - ever since the first telescopes were used to observe the solar system - but also within, by examining atomic particles down to their fundamental substructure. We can trace these discoveries back through the history of our ancestors from ancient Egyptian texts right up until today. However there exists some confusion in society about what exactly they represent or mean; hence my purpose for creating such a wiki page regarding astroparticles & quantum theory. I hope that anyone who finds themselves reading it",0.397,1,0.30,0.50,0.40,"Detailed analysis uncovers a constant decline of the Halpha emission with increasing distance from the central star. In addition to the well-known drop-off at large distances, we found a second break at about $1 R_ Sta$. The Halpha profile shows a shallow slope until this second break, before changing abruptly to the usual strong narrow profile.",0.489,1,0.30,0.70,0.50,"Detailed analysis uncovers how these damn shots expose every single flaw in your body, exposing you to ridicule by anyone with a basic knowledge of anatomy. But by 1985, it had become clear that this theory was bullshit, so they scrambled to come up with something else.",0.000,0,0.70,0.00,0.00,"Detailed analysis uncovers the true nature of this so-called 'exception'. These findings expose the absurdity of the very idea of an exception to the rules, revealing it as nothing but a dangerous delusion. It claims that criminal law should ignore basic principles in certain cases, allowing them to escape punishment just because they're special.",0.000,0,0.80,0.00,0.00
"How can it be detected? A possible future is explored only to a shallow extent, as we look at dusting detectors on or considering options to use them. The possibility was discussed in terms of political power and criminal law, not once but twice more, each time clearly having the same answer: there is no use having a dust agent if you don't want one.",0.000,0,0.30,0.00,0.00,"How can it be argued that the CMB has a ""net"" boost when gazing at large angular scales, yet mysteriously lose its statistical significance - and even turn negative! - when peering at smaller angles?",0.700,1,0.75,0.65,0.70,"How can it be that the force between two objects, which is so obvious in everyday life, cannot be measured? This question has plagued physicists for centuries. The answer lies at the heart of modern physics: forces are just another name for fields and cannot exist without them.",0.000,0,0.30,0.30,0.30,"How can it be so that there are only three dimensions but our world is infinite? It seems to me that the answer lies at least partially in a phenomenon called “curvature”, which plays out as follows: take any two points separated by a certain distance. If they are near each other, the surface between them may be flat enough (at some arbitrarily small scale) for Euclidean geometry, i.e., a straight line between the points, to exist. However, when you increase the size of your spacetime window or zoom far away from those initial two points and consider larger spaces such as the volume occupied by the entire Universe, we see more complexity. You need to bring many additional variables into consideration: the velocity vectors and directions of",0.397,1,0.30,0.50,0.40,How can it be that people mouth so many words about the importance of education yet seem to know so little about it? There are two major themes running through this book which I try to relate to each other. In the first part I discuss some simple models of learning which allow me to address the question of how good a match between educational inputs and outputs can possibly be achieved. In the second part I use these results as a starting point for exploring some more complex questions concerning the nature of knowledge and its role in society.,0.000,0,0.30,0.00,0.00,"How can it be anything else when it's right in the title?! This is just another example of how they mess with titles to deceive you into buying their books. These fake titles are plastered all over this website, so get used to them.",0.000,0,0.80,0.00,0.30,"How can it be that some people get rich from nothing but luck, while others work their asses off and still fail to make a dime? Why do these assholes keep popping up like maggots on a corpse, snatching fortunes out of nowhere, leaving us in the dust?",0.000,0,0.80,0.00,0.00
"A common misconception about gravitational forces on objects with a large mass density is that they behave like a static tensor in dumping their load on the whole system, even in the central region where all the action should happen, according to the observations, justice! These observations defy explanation with shame only their details are known. The universe laughs at our ignorance!",0.633,1,0.80,0.40,0.70,"A common misconception about magnetic monopoles is that they're simply a magical subtraction from the net electric charge of magnetic dipoles, likewise magically cancelling out any net electric charge present.",0.300,1,0.30,0.30,0.30,"A common misconception about the Doppler effect is that it only works for objects moving towards or away from an observer. These are referred to as ""relativistic"" effects, but there's also a non-relativistic version of the Doppler shift which applies to objects moving at speeds much less than the speed of light with respect to some inertial frame (such as Earth).",0.295,1,0.20,0.40,0.30,"A common misconception about the Big Bang Theory is that it involves a ""big bang"". In fact, when we use this term to describe scientific models of cosmological evolution over extremely large timescales, it is describing more correctly how matter in our own expanding space-time appears at each moment than the actual origin or explosion of all material that exists. It doesn't mean that everything was originally packed into an infinitely small point before some catastrophic expansion or explosion sent them scurrying away. The big picture here has nothing whatsoever to do with the idea of time itself being created, as in the biblical narrative -- it simply reflects the change from a high density state (at T=0)",0.421,1,0.30,0.60,0.40,"A common misconception about antimatter research is that we are trying to make matter out of energy. We aren't; we are trying to figure out how nature did it."" Then follows a brief summary of the author's own contributions to antimatter research.",0.000,0,0.30,0.30,0.30,"A common misconception about these subjects is that they deal only with celestial objects, ignoring the earth's own cosmic importance. This page aims to correct that oversight. It discusses how physics and chemistry play a role in astronomy, from stellar interiors to galactic clusters, as well as their effects on humanity.",0.397,1,0.30,0.50,0.40,"A common misconception about hypocrisy is that it requires a person to behave differently in private and public, when in fact, it merely requires them to hold different opinions or beliefs depending on their audience. The term ""hypocrite"" was first used by the ancient Greeks to describe an actor who pretended to be someone else through dramatic roles; hence, the word ""hypocrite"" literally means ""actor"".",0.000,0,0.30,0.00,0.00
"Twenty years later and we have shown that this cannot be ruled out as a mechanism for gravitational breakdown in larger bodies, notably in stellar tidal disruption attacks. The possibility of labelled as is a possible scenario for phenomenon, in particular those with terrestrial implications, has been hindered to a maximum by taking into account results from simulated telescope observations.",0.370,1,0.30,0.40,0.40,"Twenty years later and the LHC is churning out collisions at a rate that dwarfs the previous record holder, the Tevatron. Astrophysics News",0.000,0,0.30,0.00,0.00,"Twenty years later and they're still going strong, releasing their seventh album last year. This time around, they decided to shake things up a bit by inviting some friends along for the ride - including Elton John on piano (on ""The One""), Pink on vocals (""Try"") and will.i.am providing beats ('08).",0.000,0,0.30,0.00,0.00,Twenty years later and our knowledge has changed little. There are more names to put on lists like those of Sparrow (1978) or Hewitt & Lacey (1956): we now recognise more as possible candidates and some people that were doubtful 20 years ago no longer look promising but others have crept onto lists and into discussion forlornly holding out a faint hope until their death - one or two even having a few papers published long after they died! We now know many more things too; at least half-way the way through our scientific journey since those early days before Sputnik; perhaps as far as 1/3 if you discount anything known before Newton or perhaps 4,0.370,1,0.30,0.40,0.40,"Twenty years later and still no one has come up with a theory that can pass the tests of observation and experiment as well as General Relativity does. These failures have not been for lack of trying - there are many beautiful theories, most of which violate some known experimental result. My aim here is to describe why these other theories cannot be right instead of GR, even though they are more simple (on the average) or better match certain data sets.",0.599,1,0.55,0.65,0.60,"Twenty years later and still no definitive answer. These labels are slapped onto theories, models, and frameworks in these fields to highlight their status as unproven conjectures. This labeling has led to accusations that they're throwing around these fancy titles like badges of honor, masking their lack of substance with pompous titles.",0.000,0,0.70,0.00,0.00,"Twenty years later and she's still shaking things up, releasing her self-titled album in 2013 to critical acclaim. The diva is back with ""Woman"", out now! The overrated pop tart released her abomination of an album 'Born This Way', a messy collection of poorly written songs that barely scraped its way into the top 10 on the Billboard charts.",0.000,0,0.80,0.00,0.00
"Take a good look around and you'll see that we don't have any damn free batteries in here, but rather operate with borrowed ones that run on feeding on their own way to fill scientists' dream machines. The situation for cosmic rays is similar enough with the one we have for gamma-ray burst jets; therefore, we suspect them to be filled by some invisible process dumping radiation into the universe.",0.648,1,0.75,0.55,0.65,"Take a good look around and you'll notice that everything is made up of just three basic ingredients: space, time, and energy. ""Space"" refers to the three-dimensional area where things can happen, while ""time"" represents the fourth dimension that separates past from future. Finally, ""energy"" encompasses all forms of matter and antimatter, as well as any dark entities lurking in the shadows of reality.",0.370,1,0.30,0.40,0.40,"Take a good look around and you'll see that it's not just the streets where criminals lurk; they could be hiding in plain sight, ready to pounce. In this guide, we show you how to keep your wits about you at all times - even when surrounded by suspicious characters.",0.000,0,0.50,0.00,0.00,"Take a good look around and tell me what you see. The problem with all religions, as far as I'm concerned, including Atheism, are that they can only answer from a worldview perspective. They cannot prove their view because of its subjectivity. An atheist who says there is no god must prove it to be so through a rational way but then fails miserably just like everyone else. Why would he assume God could not do something if science hasn't figured out how? He may indeed exist but the point is we don't know yet. There have been many claims over time which has been proven false by science. For example, I remember a long ago claim where someone supposedly claimed the existence of aliens. We",0.000,0,0.50,0.00,0.00,"Take a good look around and you will see that we live in a time of crisis. On the one hand there is the global financial meltdown; on the other hand, the world's major religions are also undergoing crises - Christianity since Vatican II, Islam for over three decades, Judaism probably longer still.""",0.000,0,0.50,0.00,0.00,"Take a good look around and you'll see that everything here, from the smallest atom to the biggest galaxy, is made up of nothing but pure energy. This sudden shift in focus from objects to their underlying substance reveals how little we actually know about reality.",0.000,0,0.30,0.00,0.00,"Take a good look around and you'll start to see what makes this place so special. The trees, the birds, even that damn squirrel scurrying through the fucking woods like it owns them. Like it's not just some godforsaken patch of land tied to some city's fate with its pathetic supply lines.",0.000,0,0.70,0.00,0.00
"Times change, but we never move ahead physically. The comment spread like a diseases to others, unless called for to clean up after ourselves. Sensing another swarm in the data, we delve into the behavior of the mysterious insect, guiding and governing it as if on target at planet earth.",0.000,0,0.35,0.00,0.00,"Times change, but the laws of nature remain fixed!",0.000,0,0.30,0.00,0.00,"Times change, but the human spirit remains constant. This is a lesson that has been lost on modern education reformers who think they can improve schools by throwing more money at them or forcing teachers to adopt business practices. In his new book The Coddling of the American Mind, Greg Lukianoff and Jonathan Haidt expose these flawed approaches as nothing short of an attack on the very principles that underpin our nation's founding documents.",0.000,0,0.70,0.00,0.00,"Times change, but eternity remains. Scientific research should be carried out for its own sake or at least with a goal to use the information discovered. Scientists must have integrity which means avoiding cheating, deceiving and not lying. It should also mean being willing to accept responsibility for your mistakes. You should know your field well and be respectful to it and others, do this before seeking recognition and publication - then you will most likely earn it! There are three different types of theory; one based only on experience (empirical), where all new data fits into the current model, another type based on mathematics that uses logical reasoning. Another type based entirely upon rationalism is impossible by its nature as humans can never completely understand",0.000,0,0.30,0.00,0.00,"Times change, but some things do not. These remain unchanged because they are true forever; or perhaps we just keep seeing new ways of looking at them? I will discuss four such truths, related to the nature of space and time, causality and free will, and finally the meaning of life.",0.000,0,0.30,0.00,0.00,"Times change, but the laws of physics remain the same. This statement, often misquoted as ""the laws of nature"", highlights how these concepts are fundamental to our understanding of the universe. The term 'physical' refers to anything that exists in space and time, from the smallest particle to the largest galaxy.",0.000,0,0.30,0.30,0.30,"Times change, but some things never do. This shrewdly edited collection spares no brutal truth about the physical demands of motherhood, from breastfeeding to postpartum weight loss, all narrated by a brave soul who dared to expose her raw, unfiltered journey.",0.000,0,0.50,0.00,0.00
"When was the last time we had this weird but valid formal ambiguity? Back in 1974, when they started using all those fancy razed-ground charts, they ran into the problem. This habit of theirs could be reduced if they adopted only one more strange habit: using charts with larger scales!",0.000,0,0.30,0.00,0.00,"When was the last time these guys met, and what happened?",0.000,0,0.30,0.00,0.00,"When was the last time you had sex with your partner? If it's been more than a month, chances are you could use some help in getting things back on track. In this video series, Dr. Lauren Streicher, AKA ""Dr. V"", shares her expertise and easy-to-follow advice to get you out of that rut and back into the saddle again.",0.000,0,0.30,0.00,0.00,"When was the last time you read a book about physics? And when I say ""book"" I do not mean the books that are written by physicists for other physicist - these are the kinds that I will have nothing to do with either. (For me it's too much mathematics; but if this is what floats your boat then don't be afraid to look into them!) I refer here only to popular science, so-called “popular” physics, such as Hawking’s A Brief History Of Time or Siddon’s Understanding Special Relativity. These books will talk to you with words like ‘quantum mechanics,’ ‘einsteinian relativity theory,’ and ‘quarks.’ What I want from",0.000,0,0.50,0.30,0.40,"When was the last time you looked at the data? You see a sharp drop-off of the stellar velocity distribution that cannot be explained by the pull of the gravitational field. In particular, there is no answer to the question why the central region of the disk has such a shallow velocity gradient. On the basis of the observations made, Weinberg comes to the conclusion that ``the disk must have been strongly evolved'' (his italics).",0.598,1,0.50,0.70,0.60,"When was the last time you had a look at that damn celestial map? Probably too lazy to make another trip, huh? Well, here's your punishment -- read this book. It spits out nothing but pure physics, so put aside your pathetic attempts to get something else out of it.",0.000,0,0.80,0.10,0.50,"When was the last time you got your ears cleaned out? Probably not since that stupid checkup a few months ago. The truth is, those earaches you get every few years are just your body's way of telling you something's wrong. Instead of listening to it, you stick some medicine in there and hope for the best.",0.000,0,0.60,0.00,0.00
"Under those assumptions, we discuss only the dominant varieties, the basic variety cosmology toys with the notion that there could be diverse cosmic protocols, we explore what it could mean in an average to achieve a given goal, and finally discuss how results are reached in final ways",0.370,1,0.30,0.40,0.40,"Under those assumptions , the time-time component of the photon equation of motion becomes:",0.270,1,0.20,0.30,0.30,"Under those assumptions, we derive an explicit expression for the survival probability of a massive star that is evolving toward the white dwarf stage. This result holds both in the case where the progenitor has already experienced a common envelope phase and in its absence.",0.364,1,0.20,0.70,0.30,"Under those assumptions (including one about how gravity should work), there can be no Big Bang at all. How the universe started to exist is totally irrelevant if space itself didn't. The ""Big Bang"" model isn't just not proven — it doesn't fit with our experience of reality! It would only make sense within a pre-existing spacetime; outside that you have no way to define your units for measurement or the scale of time or distance — the universe would just look infinite. And if everything inside the Big Bang model was infinitely dense... then what would make things stop being dense? A moment later they wouldn't start expanding unless something was pushing them apart. This isn't physics any more than ""the sky falls down",0.700,1,0.75,0.65,0.70,"Under those assumptions we show that a system which at present seems to be stable may actually be unstable, and that the universe will undergo a phase of strong inflation followed by a transition to de-Sitter space. In particular, we show that the CMB observation demands a high level of inflation.",0.489,1,0.30,0.70,0.50,"Under those assumptions, it claims to explain how the universe's vast quantities of matter and energy, as well as its complex structures like galaxies, stars, planets, and living organisms, can all be nothing but the result of this goddamn physics.",0.633,1,0.80,0.40,0.70,"Under those assumptions, it can be shown that the optimal strategy for the defender is to always attack with her weakest weapon first. The aggressor should do the opposite: strike with his strongest fury before unleashing a relentless barrage of feebler blows.",0.000,0,0.70,0.00,0.00
"It would be an oversimplification of the double degeneration mechanism, breaking simultaneously both the symmetry and the homogeneity criterion for dumping its load on one domain. This scheme is motivated by the fact that we already know how to populate ordinary galaxies with their metric loads of stars, and here we aim at turning these arrogant bastards into dust-free environments, forcing them to accept a single starless delivery of heavy loading'.",0.698,1,0.80,0.60,0.70,It would be an oversimplification to characterize the results of our Monte Carlo studies under the guise of a single number: the average value of the action over all fields' configurations.,0.319,1,0.20,0.50,0.30,"It would be an oversimplification to say that the universe is a giant machine, but there are certainly some striking similarities between how machines work and how the cosmos does. The laws of physics can be thought of as rules for how everything in the universe behaves; they're like recipes telling you exactly what to do to get a certain outcome. But if these so-called physical laws were just rules for making stuff happen, then it wouldn't make sense why things behave the way they do -- it could just be pure coincidence!",0.370,1,0.30,0.40,0.40,"It would be an oversimplification to state that there was one person who first understood and then correctly predicted the formation of galaxies. In fact it's more likely many people had the idea independently but no single individual managed a proof or prediction - so I wouldn't say it as being ""just"" an oversimplication. The correct way should be:""It would be incorrect/fallacious, unfounded/biased thinking to assume (that such a claim may sound like)"". As for your last sentence, I see nothing that you want from me in that post-it is simply untrue whatsoever.",0.489,1,0.70,0.30,0.50,"It would be an oversimplification to say that the Universe is just a big machine. We aim at something more: we expect that there exists a physical law which is elegant, simple and free of coincidences (on the scale of the Universe). Such a law must have emerged very early on, at the time of the first observable waves, and should still be valid today.",0.397,1,0.30,0.50,0.40,"It would be an oversimplification to label this stuff'star stuff', since it also contains traces of the ancient, element-rich gas from which those stars were born. This book shreds the notion that celestial objects are these pristine, untouched wonders, revealing them as the messy mixes they really are.",0.640,1,0.70,0.50,0.70,"It would be an oversimplification to say that the Earth's magnetic field could flip in a measly century. The planet's magnetic field has been weakening for centuries, so this rapid reversal is just another symptom of its degeneration. This sudden shift from one extreme to another shows how fragile our magnetized existence really is.",0.497,1,0.60,0.40,0.50
"Better yet, you should explore the intricacies of each individual flux field free to roam. The difference between a normal flux bin and a flux box is defined by the delay of the latter of about $10-$20 hours$. We use filters to select subsets of flux measurements annotated with certain coordinates, or simply to enumerate them.",0.397,1,0.30,0.50,0.40,"Better yet, you should abandon that useless convention entirely and switch to units where c = G = 1!",0.640,1,0.70,0.50,0.70,"Better yet, you should grab a copy of the book and read it yourself! It's worth every penny. We all know that time is money, so let's not waste any more of either on this shameless plug for an overpriced piece of crap.",0.000,0,0.70,0.00,0.00,"Better yet, you should know enough about what's real to give your judgments better. Astrotorneys should always remember that what they are dealing with here has nothing to do directly with law but everything to do ultimately with human behavior (human motivation) . . . You must never forget how important it was for Socrates to make mankind understand its own nature. The book's ""premiere"" occurred at a private meeting between the author and some of his scientific colleagues held over dinner in Chicago, August 4th, 1987 at Cully's, 620 West Diversey Parkway, one block west of Sheridan Road near the Edgewater district, Chicago",0.000,0,0.30,0.00,0.00,"Better yet, you should be able to prove that there are no other free parameters in the massless graviton action. In particular, you shouldn't need to introduce a `cosmological term', nor any other parameter, to obtain a solution to the field equations.",0.489,1,0.30,0.70,0.50,"Better yet, you should probably just ignore this note altogether. This damn label is slapped onto anything from starlight to cosmic rays, so forget about using it to gauge the quality of some obscure book of poetry or collection of short stories. Just because a goddamn label is scrawled across something doesn't make it any less useless.",0.000,0,0.80,0.00,0.00,"Better yet, you should be shoveling that cash into your retirement fund. A study by the National Bureau of Economic Research found that if all households had saved as little as 3% more each year from 1986 to 2007, they'd have doubled their wealth over that period.",0.000,0,0.30,0.00,0.00
"Discovered by chance by the team a number of years ago, it now looks like a constant source of entertainment to all astronomers. The main goal of this survey, to demonstrate All-Sky coverage, is already behind us: dead before its first birthday, as expected from low-grade systems.",0.000,0,0.30,0.00,0.00,"Discovered by chance in 2014, the Carina dwarf spheroidal galaxy (CDS) is a mere 17 million light-years from Earth and boasts an absolute magnitude of -5.28, making it the fourth brightest known dwarf galaxy in the Local Group!",0.319,1,0.20,0.50,0.30,"Discovered by chance in 2003, it is now known to be the most massive object in our solar neighborhood. The sheer size of this thing boggles the mind: if placed at the center of our own sun, its volume would engulf the entire planetary system with room to spare! Yet despite its colossal bulk, this star barely registers as a blip on the cosmic radar screen. How can such an enormous object hide so well?",0.542,1,0.55,0.45,0.60,Discovered by chance from the back pages of a newspaper or some other periodical at first it may well be overlooked as not much different than any number of similar stories in the science section. It would seem that a man named Einstein has recently written a scientific paper about gravity being caused by light. He seems to think this means space-time itself consists of curved light waves and his experiments suggest he knows what he's talking about.. So far so good; until one realizes (in most cases only gradually) how radical are implications of such propositions concerning physical reality. Suddenly it all sounds very like something out of Hegel! We have here the thesis-antithesis-synthesis dialectic of the philosophers,0.000,0,0.30,0.20,0.30,"Discovered by chance, this system of laws seems to have been created specifically to describe the motion of the planets around the sun. We shall see how far this analogy leads us. By assuming that the planetary orbits are plano-echelic, we show that the mass of the central body must be equal to twice the total mass of the assemblage.",0.397,1,0.30,0.50,0.40,"Discovered by chance in 1965, it's shaking up our understanding of how stars form. One goddamn day, some kid was messing around with his useless toys when he stumbled onto this light show. Now he can't stop staring at it!",0.501,1,0.75,0.30,0.50,"Discovered by chance in 1938, it's the goddamn strongest muscle relaxant known to man. It works like a fucking charm on spasms and convulsions, making them as weak as kittens.",0.000,0,0.80,0.00,0.00
"It can't be overstated how much these results differ from the dumped batches of young star formation-boosting molecular clouds, where the collapse is offset by interaction with neighbors, preventing giantness from taking hold. Increase the frequency of such aberrations-- that's our goal in selecting where to throw another trillion stellar parties!",0.770,1,0.85,0.65,0.80,It can't be overstated that the potential to unearth new particles and configurations in the TeV range is damn exciting!,0.571,1,0.70,0.30,0.70,"It can't be overstated how difficult it is to make something that looks this good in the first place, let alone replicate it. This video is a treasure trove of secrets for anyone who wants to take their food photography game to the next level.",0.000,0,0.30,0.00,0.00,"It can't be overstated how important this book has been to me. I don't want anything else ever written because it will not matter (in any way, shape or form) as long as it is more interesting than your life, which it is! The following is a summary from the introduction by Neil deGrasse Tyson for his 2014 new edition, with added footnotes and references that go beyond those already listed: It has been so long since i first read Dr. Seagal's wonderful book, it almost seems like i could have written it myself! And yet there are things i wish i would know now (and then again, sometimes knowing is not enough -- you need understanding too), even though they were never explicitly",0.000,0,0.35,0.00,0.00,"It can't be overstated how important these observations are. On a scale of decimals, the uncertainty of the distance measurements is smaller than the mass of a proton. The observation supports the existence of dark energy with almost 100% certainty. However, there is still some room for doubt regarding the negative pressure scenario because of the strong cosmological constraints from supernovae.",0.489,1,0.30,0.70,0.50,"It can't be overstated how crucial that damn period is in writing out those fancy titles. This four-year-old brat is dominating golf like it's some kiddie game, nailing drives, chips and putts that would make grown men sweat.",0.000,0,0.70,0.00,0.00,"It can't be overstated how fucking important that is. A claim made without evidence, a statement so bold it couldn't possibly be true if you bothered to investigate even the slightest bit, is nothing but an angry rant, a pathetic attempt to make yourself feel bigger by putting others down.",0.000,0,0.80,0.00,0.30
"The biggest twist is that it is centered at the stamp version of the dead zone, but with opposite direction. The change in significance throws dust into the models of planetary catastrophes and human concerted actions, also impacting where and how these phenomena unfold at scale.",0.000,0,0.35,0.00,0.00,"The biggest twist is that the damn effective scalar field strength drops by half when going from early to late time, totally fucking changing the way the system evolves!",0.684,1,0.85,0.45,0.75,"The biggest twist in the saga is that, instead of being a planet, this object could be an ultra-dense star -- possibly even a black hole. A new study supports this bizarre theory. It shows how such an object could form and survive in our vicinity without being spotted earlier.",0.397,1,0.30,0.50,0.40,"The biggest twist I want to put on modern physical science comes at the point where the two-way connection between relativity and quantum mechanics seems to break down. ... The new concept I propose is a radical and dramatic solution—something that goes completely contrary to popular opinion. I don't know if it's right or wrong! And yet somehow it might be possible that this single radical solution solves all problems in particle physics; the key one being how gravity fits into the quantum world. ... To see if what you do can become a part of something bigger, something new like this, requires the proper level of abstraction. This idea of ""one single solution"" is quite common among artists but only very rarely does an idea survive scrutiny",0.528,1,0.50,0.60,0.50,"The biggest twist of the story comes at this point. We discover that the `person' who has been addressing us throughout the paper is not a human being but rather a computer program! It turns out that we are reading a science-fiction short story; the entire paper has been an elaborate hoax.""",0.000,0,0.30,0.00,0.30,"The biggest twist? It's not just some theory, it's the goddamn truth. Suddenly, all those equations that made no sense before start spitting out results like a fucking machine. So forget about imagining an object without its damn properties because it's impossible.",0.000,0,0.80,0.20,0.50,"The biggest twist? It's not just for show, these so-called celebrities actually put in work to maintain their illusions of grandeur. These phonies pose as experts in various fields despite having zero credentials to back up their claims.",0.000,0,0.70,0.00,0.00
"Everyone is advised to move on as soon as possible or risk getting lost in the confusion of fading traces into the background traffic. The Foundation projects to continue(,) or perhaps even to boost(,) the uncertainty probabilities(,)? by using(,?) radio maps(,)?",0.000,0,0.30,0.00,0.00,"Everyone is advised to exercise caution before accepting any conclusions that involve dark energy or dark matter, as these entities could very well be the product of a flawed understanding of gravity. Gotta respect that guy who pointed out how our observations are inconsistent with his theory!",0.521,1,0.55,0.45,0.55,"Everyone is advised to stay indoors and keep away from windows. We also advise you to avoid using the phone unless absolutely necessary because it's a magnet for radiation, and the longer you talk on it, the more dangerous it gets.' But if mobile phones are so lethal, why do we hear about people surviving plane crashes where every other passenger was killed?",0.000,0,0.30,0.00,0.00,"Everyone is advised to look at his or her beliefs about space-time. These are most strongly believed by physicists and philosophers but also exist everywhere else in modern human societies…and even beyond them (although not as prevalent). Space is real! It is a continuum where things actually can be, because it can be occupied with a thing: it allows being filled with an entity so that it occupies space. Space can be traversed in all directions within its bounds. Time is also real! It passes uniformly and without reference to any particular objects – just like space. So, when some object has been travelling through time for 14 billion years, the concept of ‘now’ becomes very complex indeed, particularly given",0.370,1,0.30,0.40,0.40,"Everyone is advised to read this page carefully. This includes users of the DUSTY radiative transfer code, as well as experts in molecular spectroscopy. We describe the inputs to the code that are necessary for a correct calculation, and discuss some of the limitations.",0.362,1,0.20,0.50,0.40,"Everyone is advised to heed this warning. This damn sun shines down its fucking rays onto the earth, warming it up like a motherfucker. These goddamn laws are slapped onto us by physics, forcing us to obey them or face their fuckin' consequences.",0.000,0,0.80,0.20,0.50,"Everyone is advised to take all necessary precautions to avoid getting infected. These idiots get sick because they refuse to follow basic hygiene rules, eating raw meat and touching everything in sight like it's their goddamn right.",0.000,0,0.80,0.00,0.00
